Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSDARG00000110036	ndufs4	ALT_CTG5_1_40	310597	326704
ENSDARG00000082853	5S_rRNA	3	18867835	18867952
ENSDARG00000033635	npffr2a	5	45613024	45651548
ENSDARG00000110796	5S_rRNA	19	5773921	5774035
ENSDARG00000110811	fgf1a	ALT_CTG14_1_18	36256	40619
ENSDARG00000115057	dnase1l1	ALT_CTG23_2_4	235828	254975
ENSDARG00000107439	5S_rRNA	21	18658115	18658230
ENSDARG00000075321		19	47578811	47587719
ENSDARG00000103495		4	63088692	63090306
ENSDARG00000114785	si:ch211-201h21.5	ALT_CTG6_1_25	28241	32286
ENSDARG00000110523	5S_rRNA	19	7035206	7035320
ENSDARG00000117200		14	14992909	14996925
ENSDARG00000018283	cyba	18	31073265	31075619
ENSDARG00000108568	5S_rRNA	20	52827010	52827126
ENSDARG00000109523	islr2	ALT_CTG25_1_18	466419	468557
ENSDARG00000019487	tmx1	13	36923052	36934915
ENSDARG00000109046	5S_rRNA	15	14315354	14315470
ENSDARG00000107724	5S_rRNA	14	48576584	48576700
ENSDARG00000102440		KN150605.1	65045	76149
ENSDARG00000107038	5S_rRNA	2	39370811	39370927
ENSDARG00000109595	5S_rRNA	15	42528790	42528904
ENSDARG00000018825	tmem248	5	60886103	60906496
ENSDARG00000080351		7	27043715	27043842
ENSDARG00000110672	tmed10	ALT_CTG20_1_19	259137	263257
ENSDARG00000107215	5S_rRNA	21	28063206	28063322
ENSDARG00000109526		ALT_CTG19_1_10	82749	141753
ENSDARG00000112955	5S_rRNA	22	13945953	13946067
ENSDARG00000069869	zgc:113030	3	60044780	60074605
ENSDARG00000103410	5S_rRNA	17	49451177	49451298
ENSDARG00000081946		11	7149989	7150082
ENSDARG00000018773		17	6393719	6399920
ENSDARG00000112313	Metazoa_SRP	11	12185857	12186144
ENSDARG00000115398	5S_rRNA	7	16732674	16732790
ENSDARG00000115373	sfrp1b	ALT_CTG10_2_2	261087	266063
ENSDARG00000111217	U1	4	32257582	32257730
ENSDARG00000112045	AXL	15	58207	85774
ENSDARG00000088255	smoc1	17	48314724	48368231
ENSDARG00000080174	mir124-5	23	17783413	17783541
ENSDARG00000108078	5S_rRNA	17	51908071	51908186
ENSDARG00000109725	hmx1	ALT_CTG1_2_14	65799	67232
ENSDARG00000081608	dre-mir-216a	22	28779949	28780037
ENSDARG00000115550		16	21790604	21799407
ENSDARG00000110136	5S_rRNA	5	23568347	23568462
ENSDARG00000111739	5S_rRNA	23	37438834	37438950
ENSDARG00000116366		ALT_CTG25_1_10	132673	135154
ENSDARG00000081311	mir124-2	20	38905531	38905613
ENSDARG00000112147	5S_rRNA	25	14684233	14684347
ENSDARG00000109346	5S_rRNA	17	37309329	37309446
ENSDARG00000112455		ALT_CTG5_3_3	190530	210188
ENSDARG00000116076		7	7658	10618
ENSDARG00000079605	prmt5	2	38342298	38363017
ENSDARG00000110344	angptl7	ALT_CTG8_1_27	259290	262103
ENSDARG00000099875		10	45237956	45238042
ENSDARG00000077782	acer2	7	71517094	71531846
ENSDARG00000115497	arhgap46a	ALT_CTG11_1_21	199750	229899
ENSDARG00000081967	5S_rRNA	6	47278139	47278257
ENSDARG00000115532	dre-mir-430c-16	4	28707457	28707529
ENSDARG00000083254	SNORD79	8	16611666	16611747
ENSDARG00000100337	5S_rRNA	13	11565736	11565863
ENSDARG00000084493	5S_rRNA	9	36782547	36782665
ENSDARG00000114374	si:ch211-203d1.3	ALT_CTG14_2_8	4789	28750
ENSDARG00000117063	dre-mir-2185-1	17	39778647	39778744
ENSDARG00000098619	U1	KN149688.2	109712	109853
ENSDARG00000102037	5S_rRNA	KN150425.1	87099	87218
ENSDARG00000081648		23	24606237	24606374
ENSDARG00000101670	kntc1	5	66433287	66512308
ENSDARG00000111058	5S_rRNA	13	47904068	47904182
ENSDARG00000084425	5S_rRNA	3	33948669	33948788
ENSDARG00000107527	slc18a3b	12	48958913	48960308
ENSDARG00000113904	pogzb	ALT_CTG16_1_20	93835	109384
ENSDARG00000117047	U1	4	67568809	67568972
ENSDARG00000116964	U6	4	58815603	58815709
ENSDARG00000114635		ALT_CTG1_1_3	17192	27709
ENSDARG00000082391	5S_rRNA	2	9406558	9406675
ENSDARG00000084878	5S_rRNA	3	10213098	10213220
ENSDARG00000110718	dctpp1	ALT_CTG1_1_24	17015	17506
ENSDARG00000085022	5S_rRNA	13	29755293	29755427
ENSDARG00000114326	cyp2x10.1	ALT_CTG7_1_41	112033	115127
ENSDARG00000099898	si:ch211-27e6.1	12	41348969	41369866
ENSDARG00000104792	dntt	13	50778187	51021871
ENSDARG00000104433	5S_rRNA	13	48265070	48265188
ENSDARG00000114000	5S_rRNA	5	4942598	4942712
ENSDARG00000113319	nepro	ALT_CTG9_2_7	33577	43823
ENSDARG00000115248	CDK2AP1	10	44302220	44306636
ENSDARG00000110457	dmc1	ALT_CTG12_2_1	592788	597793
ENSDARG00000110456	5S_rRNA	17	265173	265287
ENSDARG00000111377	or80a5	ALT_CTG10_1_33	156230	157174
ENSDARG00000104776	5S_rRNA	21	6523654	6523780
ENSDARG00000104282	dcc	5	31748	201600
ENSDARG00000111127	5S_rRNA	KN150118.1	50723	50836
ENSDARG00000115118	stk3	ALT_CTG19_1_6	265785	276876
ENSDARG00000114909	stk33	ALT_CTG7_1_23	76980	90413
ENSDARG00000111498	U3	20	3325446	3325661
ENSDARG00000106898	5S_rRNA	13	42042226	42042342
ENSDARG00000108974	5S_rRNA	23	15353133	15353249
ENSDARG00000110115	hpca	ALT_CTG19_1_6	81329	96044
ENSDARG00000110949		15	29503472	29510074
ENSDARG00000112834	U5	5	43217368	43217483
ENSDARG00000110623	tp53bp2a	ALT_CTG13_1_1	17847	34150
ENSDARG00000111589	tfdp1a	ALT_CTG9_1_18	245665	260421
ENSDARG00000116969	5S_rRNA	15	30454452	30454566
ENSDARG00000112610	5S_rRNA	13	31075833	31075947
ENSDARG00000082871	U4	23	36509997	36510119
ENSDARG00000109278		13	416648	417628
ENSDARG00000111089	5S_rRNA	10	42911933	42912047
ENSDARG00000032627	scyl2	4	26053044	26082119
ENSDARG00000084856	5S_rRNA	12	9117052	9117178
ENSDARG00000115080	5S_rRNA	22	38692001	38692121
ENSDARG00000113072	5S_rRNA	25	24367976	24368090
ENSDARG00000080487	5S_rRNA	2	20757582	20757699
ENSDARG00000113601	rgcc	ALT_CTG9_2_1	302053	308608
ENSDARG00000110929	5S_rRNA	23	13714386	13714500
ENSDARG00000043371	mdh2	10	33382858	33394568
ENSDARG00000109488	tspan36	ALT_CTG8_2_5	218634	225947
ENSDARG00000074808	MEGF6	11	41712391	41779281
ENSDARG00000080987	RNase_MRP	1	39985905	39986160
ENSDARG00000100315	SLC15A1	9	1137430	1162804
ENSDARG00000098598	5S_rRNA	1	41601035	41601152
ENSDARG00000115098	fuca2	ALT_CTG17_1_2	61470	74599
ENSDARG00000110337	5S_rRNA	22	10667858	10667974
ENSDARG00000115165	U6	KN147652.2	160407	160513
ENSDARG00000068086	psmb11b	23	1140306	1144425
ENSDARG00000115011	U6	4	51407598	51407704
ENSDARG00000113260	5S_rRNA	7	50686781	50686897
ENSDARG00000115833	U6	4	47188893	47188999
ENSDARG00000110534	npr3	ALT_CTG5_2_9	51989	97273
ENSDARG00000084373	5S_rRNA	19	6627173	6627290
ENSDARG00000079472	F2RL2	21	5846969	5856050
ENSDARG00000082311	5S_rRNA	18	27136865	27136982
ENSDARG00000013933	xrcc2	24	7322116	7330156
ENSDARG00000115154		19	27464416	27464482
ENSDARG00000099570	5S_rRNA	20	27054095	27054220
ENSDARG00000107336	5S_rRNA	15	7008822	7008938
ENSDARG00000084449		16	17247222	17247363
ENSDARG00000068110		3	196316	214709
ENSDARG00000115434	U6	4	50114764	50114870
ENSDARG00000100053		24	41554613	41657005
ENSDARG00000116612	hbae5	ALT_CTG12_1_9	165127	166116
ENSDARG00000115287	5S_rRNA	18	15712429	15712545
ENSDARG00000106969	5S_rRNA	8	23342883	23342998
ENSDARG00000099824	nots	4	78010696	78020408
ENSDARG00000114253	Metazoa_SRP	11	12512966	12513262
ENSDARG00000112420	U6	3	9040417	9040523
ENSDARG00000099000	5S_rRNA	11	24178823	24178938
ENSDARG00000114667		ALT_CTG12_1_21	26	17544
ENSDARG00000107168	5S_rRNA	21	24668221	24668337
ENSDARG00000098078	mir18a	1	3298006	3298088
ENSDARG00000082187	dre-mir-21-1	10	28198894	28199041
ENSDARG00000111470	ndfip1	ALT_CTG14_2_4	197965	207810
ENSDARG00000113178	nr2e3	ALT_CTG25_1_18	111561	114762
ENSDARG00000115660	5S_rRNA	7	33412304	33412420
ENSDARG00000108180	5S_rRNA	15	31299563	31299678
ENSDARG00000082825	mirlet7d-1	16	24881122	24881218
ENSDARG00000082458	dre-mir-129-4	25	30176471	30176559
ENSDARG00000113289	sdcbp2	ALT_CTG23_1_13	238957	255504
ENSDARG00000111717	adra2a	ALT_CTG22_1_21	156815	157981
ENSDARG00000102831	fam193b	14	49944368	49992709
ENSDARG00000116466	tnfrsf9a	ALT_CTG23_1_31	33997	36756
ENSDARG00000082766	mir9-6	7	14379544	14379631
ENSDARG00000107017	5S_rRNA	6	53032996	53033111
ENSDARG00000102483	wu:fb44b02	15	44021044	44052927
ENSDARG00000085822	dre-mir-2184	10	35654245	35654354
ENSDARG00000110732	5S_rRNA	16	51755392	51755506
ENSDARG00000109880	kif3a	ALT_CTG14_2_4	456719	484562
ENSDARG00000080840		2	9746858	9746993
ENSDARG00000082997	5S_rRNA	11	35093605	35093722
ENSDARG00000116266		1	14716016	14716110
ENSDARG00000110432		5	42409361	42409455
ENSDARG00000054874	gpsm1b	5	71715703	71765780
ENSDARG00000109584	amdhd1	ALT_CTG7_1_13	111815	123617
ENSDARG00000111281	cenps	ALT_CTG6_1_44	31330	33101
ENSDARG00000108301	5S_rRNA	19	37227910	37228025
ENSDARG00000116993	npas2	ALT_CTG5_1_13	28371	67264
ENSDARG00000077039	esama	10	31646020	31726486
ENSDARG00000113730	U4	17	23383599	23383739
ENSDARG00000112267	eif2ak1	ALT_CTG12_1_6	37015	46671
ENSDARG00000112603	U1	4	61202591	61202754
ENSDARG00000115334	dnah10	ALT_CTG5_1_17	186250	256811
ENSDARG00000077804	hgsnat	1	15226268	15257315
ENSDARG00000058732	scgn	16	6356460	6377672
ENSDARG00000115362	slc13a3	ALT_CTG8_1_13	43014	68614
ENSDARG00000107180	5S_rRNA	1	26350526	26350641
ENSDARG00000111893		ALT_CTG13_1_6	212405	215427
ENSDARG00000021112	c1d	13	4656504	4664403
ENSDARG00000111186	hnrnpl	ALT_CTG5_1_34	141194	156697
ENSDARG00000113722		ALT_CTG12_1_3	354140	367793
ENSDARG00000114417		ALT_CTG8_1_26	228164	235064
ENSDARG00000113189	fgfbp2b	ALT_CTG1_1_21	20515	21354
ENSDARG00000109514	U8	10	17123368	17123500
ENSDARG00000115387	zmpste24	ALT_CTG17_1_18	166607	173950
ENSDARG00000115588		4	51339670	51350948
ENSDARG00000116736	5S_rRNA	23	36322010	36322124
ENSDARG00000111852	si:dkey-172h23.2	ALT_CTG7_1_8	105112	115774
ENSDARG00000113100	mettl2a	ALT_CTG3_1_12	140559	153475
ENSDARG00000116867	fgf10a	ALT_CTG21_1_10	432279	464688
ENSDARG00000074057	calm3b	21	26726936	26732085
ENSDARG00000042737	slc52a3-1	8	28467893	28477739
ENSDARG00000111527	5S_rRNA	15	33663055	33663172
ENSDARG00000111669		11	2471382	2478374
ENSDARG00000060688	trim69	10	40836378	40851677
ENSDARG00000077155	tmem116	5	69504910	69523816
ENSDARG00000099583		KN149686.1	931	17359
ENSDARG00000111322	U6	4	32262166	32262272
ENSDARG00000111780	crygs2	ALT_CTG9_2_7	401215	404548
ENSDARG00000113277	prmt7	ALT_CTG25_2_1	152840	166907
ENSDARG00000111973		ALT_CTG17_1_23	300544	459256
ENSDARG00000116916	U6	4	32275377	32275483
ENSDARG00000030583	foxk2a	12	32370	42214
ENSDARG00000084310	5S_rRNA	16	38562527	38562644
ENSDARG00000112163	faah2a	ALT_CTG1_1_41	220307	240708
ENSDARG00000113905	rae1	ALT_CTG6_1_13	228144	231500
ENSDARG00000057583	prrc2c	20	15023263	15062606
ENSDARG00000115880	polr1b	ALT_CTG13_1_29	91671	113666
ENSDARG00000116989		ALT_CTG3_2_4	396374	403144
ENSDARG00000112132		16	40217043	40220920
ENSDARG00000109990	coro1cb	ALT_CTG5_1_24	201930	214542
ENSDARG00000115906		11	44030729	44037692
ENSDARG00000111673	slc25a36a	ALT_CTG2_1_5	267608	291662
ENSDARG00000099947		KN149855.1	8111	10664
ENSDARG00000117158	furina	ALT_CTG7_1_6	125541	316347
ENSDARG00000083597	dre-mir-22a	15	24908394	24908479
ENSDARG00000100307	adamts5	1	691738	714626
ENSDARG00000109365	ccdc115	ALT_CTG23_1_15	42462	45256
ENSDARG00000107077	syt19	18	21164591	21170264
ENSDARG00000081442	mirlet7c-1	15	29795823	29795929
ENSDARG00000101736		KN150141.1	16513	17105
ENSDARG00000111748	acot15	ALT_CTG4_1_10	104263	130113
ENSDARG00000079645		22	7896072	8006342
ENSDARG00000113181	apobec2b	ALT_CTG23_1_15	57560	65115
ENSDARG00000116345		6	17208761	17208858
ENSDARG00000109827	tia1l	ALT_CTG5_1_15	208268	213668
ENSDARG00000111094	taar12c	ALT_CTG20_1_18	231290	232309
ENSDARG00000112339	mfsd13a	ALT_CTG12_1_28	33278	46089
ENSDARG00000110137	si:dkey-240e12.6	22	25352530	25354059
ENSDARG00000116836	zgc:162193	ALT_CTG15_1_6	34711	38063
ENSDARG00000114170		ALT_CTG11_1_14	106763	108388
ENSDARG00000106150		6	16805744	16805838
ENSDARG00000086931		19	6856589	6873107
ENSDARG00000098593		2	3174870	3174995
ENSDARG00000115574	adrb1	ALT_CTG12_1_23	286365	287537
ENSDARG00000111612	mapkapk3	11	34580085	34628789
ENSDARG00000102336	SLC5A7	9	123593	128036
ENSDARG00000114089	arl6ip5a	ALT_CTG6_1_41	194596	202151
ENSDARG00000117134	rasd3	ALT_CTG1_1_2	245802	246437
ENSDARG00000100791	tril	19	19489588	19491864
ENSDARG00000111865		ALT_CTG18_1_44	163524	166063
ENSDARG00000112925	ttpal	ALT_CTG23_1_27	296791	300206
ENSDARG00000110505	vps37a	ALT_CTG1_1_9	107873	125039
ENSDARG00000115008	dnah6	ALT_CTG1_1_20	108552	291071
ENSDARG00000059150	tmem107	14	247456	251089
ENSDARG00000038348	pigh	20	28399593	28404443
ENSDARG00000115965	kmt5b	ALT_CTG18_1_23	91750	96153
ENSDARG00000110517		11	42750214	42755108
ENSDARG00000113169	ch25hl1.1	ALT_CTG18_1_30	39321	40169
ENSDARG00000114011	tnni1d	ALT_CTG4_2_4	36910	43332
ENSDARG00000098959		KN149914.1	21	16784
ENSDARG00000105023	selplg	5	20421539	20423541
ENSDARG00000115805	GGT7	23	2560005	2699606
ENSDARG00000109536		ALT_CTG8_1_18	333665	383970
ENSDARG00000075400	fbxo33	17	13031497	13038751
ENSDARG00000111038		ALT_CTG5_2_4	28381	32322
ENSDARG00000099787	echdc3	4	286425	287425
ENSDARG00000112972	si:ch211-175l6.2	ALT_CTG3_1_3	120491	127551
ENSDARG00000114700	znf1140	ALT_CTG4_1_13	238541	259553
ENSDARG00000115931		ALT_CTG17_1_15	5095	124030
ENSDARG00000109789	ywhae1	ALT_CTG15_2_4	97652	105094
ENSDARG00000101026		KN150709.1	28312	30914
ENSDARG00000114698	trim108	ALT_CTG16_1_11	182923	187412
ENSDARG00000088083	SIK3	15	47492838	47575405
ENSDARG00000115126	moxd1l	ALT_CTG20_2_2	228300	250520
ENSDARG00000008703		8	53747925	53773539
ENSDARG00000067814		2	9621289	9625548
ENSDARG00000041592	dcun1d2b	1	208181	214911
ENSDARG00000113373	foxb1b	ALT_CTG7_1_24	331405	332295
ENSDARG00000111466	cinp	ALT_CTG17_1_25	524162	525276
ENSDARG00000059039		22	3914318	3929075
ENSDARG00000075892	bag6	15	34618360	34668485
ENSDARG00000114711		4	47636303	47645808
ENSDARG00000104713	zgc:165653	12	48634927	48656276
ENSDARG00000109507	mbtps1	ALT_CTG18_1_24	155913	190955
ENSDARG00000112179	rsad1	ALT_CTG3_1_24	15628	33087
ENSDARG00000116597		ALT_CTG23_1_26	25105	26195
ENSDARG00000052978	mbnl1	2	47708853	47829287
ENSDARG00000100060	exosc7	19	2867014	2876321
ENSDARG00000116721	asb12b	ALT_CTG14_1_3	356789	367552
ENSDARG00000116343	lgi2b	ALT_CTG1_1_41	10085	15263
ENSDARG00000078898	pcdh7a	1	15137901	15203357
ENSDARG00000002483	wnt7ab	23	4414164	4433220
ENSDARG00000112234	endouc	18	15459318	15467446
ENSDARG00000104717	tbxa2r	22	3336723	3344613
ENSDARG00000100478	TULP1	KN150322.1	4302	12411
ENSDARG00000110999	tcima	ALT_CTG5_1_16	335293	335595
ENSDARG00000117192	si:dkey-30k22.5	ALT_CTG1_1_25	324322	326129
ENSDARG00000002773		ALT_CTG9_2_2	304114	305196
ENSDARG00000114278		8	24500116	24697586
ENSDARG00000115653	wee1	ALT_CTG18_1_17	624216	628409
ENSDARG00000040668	lrrc51	15	44053244	44062824
ENSDARG00000101379	MFSD1	15	1199407	1210546
ENSDARG00000102808	calr3b	2	55783896	55797318
ENSDARG00000098913	faslg	20	15600167	15605010
ENSDARG00000083676	5S_rRNA	3	29167020	29167147
ENSDARG00000109659	tmem150b	ALT_CTG3_2_2	50968	54589
ENSDARG00000104069	rnf170	5	337215	343477
ENSDARG00000112392	thy1	ALT_CTG5_2_6	159262	160064
ENSDARG00000104585	5S_rRNA	18	9607916	9608042
ENSDARG00000039687	zgc:194221	22	2680895	2682759
ENSDARG00000116783	rnft1	ALT_CTG10_1_26	284655	292635
ENSDARG00000112354	zic2b	ALT_CTG1_1_31	89279	91178
ENSDARG00000114860	U1	4	60153876	60154024
ENSDARG00000111075	zgc:171679	ALT_CTG22_1_23	208986	217907
ENSDARG00000116070		ALT_CTG14_1_30	131602	187333
ENSDARG00000111887	U1	4	48455954	48456117
ENSDARG00000017140	zgc:63587	8	4621243	4694458
ENSDARG00000099376		2	54043678	54054225
ENSDARG00000115711		ALT_CTG23_1_15	94612	161446
ENSDARG00000112334	5S_rRNA	13	11974452	11974568
ENSDARG00000099222	prpsap1	3	59070401	59083158
ENSDARG00000111980		19	5849008	5865766
ENSDARG00000102568	si:ch73-106k19.2	11	42720203	42730063
ENSDARG00000084497	5S_rRNA	22	19429806	19429924
ENSDARG00000112168		KN150019.2	4903	10929
ENSDARG00000036567	aanat1	6	23616893	23619428
ENSDARG00000114793		KN147637.2	157645	161740
ENSDARG00000111597	5S_rRNA	19	38464295	38464413
ENSDARG00000106212		3	31257172	31258459
ENSDARG00000035133	pho	5	62319217	62335694
ENSDARG00000109920		ALT_CTG17_1_14	302194	319916
ENSDARG00000111947	mrpl23	ALT_CTG25_1_20	276981	317654
ENSDARG00000115652	taar20t	ALT_CTG10_1_35	177085	178131
ENSDARG00000106853	5S_rRNA	7	42290978	42291094
ENSDARG00000116565	mhc2d8.35a1	8	36128477	36140405
ENSDARG00000100052	cckb	KN150698.1	2793	8412
ENSDARG00000090072		17	8574646	8592824
ENSDARG00000115650	5S_rRNA	18	1148960	1149076
ENSDARG00000087087	col28a1b	16	47308856	47344147
ENSDARG00000090901		3	58197025	58205045
ENSDARG00000116431	rab11fip4b	ALT_CTG6_1_14	277693	290432
ENSDARG00000114714	mfsd2ab	ALT_CTG19_1_2	164756	179233
ENSDARG00000110170		ALT_CTG2_1_3	361846	380049
ENSDARG00000103261		KN150708.1	33580	42527
ENSDARG00000083954	5S_rRNA	11	26748292	26748429
ENSDARG00000111524	5S_rRNA	10	22271789	22271903
ENSDARG00000112137		ALT_CTG2_1_1	231739	274910
ENSDARG00000114288	stil	ALT_CTG22_2_1	59923	71172
ENSDARG00000111371	cbwd	ALT_CTG8_1_16	29790	53326
ENSDARG00000084026	5S_rRNA	2	16944272	16944391
ENSDARG00000063518	zgc:153913	2	63298	66646
ENSDARG00000115876	atp6v0d1	ALT_CTG7_1_29	352297	359769
ENSDARG00000111721	cldn7a	ALT_CTG7_2_2	288962	304817
ENSDARG00000109578	hnrnpdl	ALT_CTG10_2_1	66626	72548
ENSDARG00000112482	5S_rRNA	20	21332014	21332128
ENSDARG00000112989	U1	4	51394923	51395086
ENSDARG00000103002	nptna	25	29315924	29363934
ENSDARG00000056652		17	22014345	22021213
ENSDARG00000069773	nitr1o	7	17559929	17600540
ENSDARG00000082857	5S_rRNA	12	20189169	20189286
ENSDARG00000103957	aamdc	18	3096612	3103827
ENSDARG00000075857	pgs1	12	34206753	34258384
ENSDARG00000115217	5S_rRNA	6	58793883	58793997
ENSDARG00000112926	cry3a	ALT_CTG8_1_5	266738	286342
ENSDARG00000112004	5S_rRNA	1	53764107	53764223
ENSDARG00000116699	fam91a1	ALT_CTG19_1_7	237035	279916
ENSDARG00000113824	5S_rRNA	12	35109719	35109833
ENSDARG00000079979	fam89a	20	4026408	4031475
ENSDARG00000108569	5S_rRNA	15	43651646	43651761
ENSDARG00000113387	galns	ALT_CTG7_1_42	16353	70264
ENSDARG00000111137	U6	4	57809976	57810049
ENSDARG00000101056		21	2364368	2366021
ENSDARG00000083760		15	45614290	45614569
ENSDARG00000105114	crebrf	21	41557882	41588129
ENSDARG00000108911	5S_rRNA	13	31579448	31579564
ENSDARG00000116275	rnasel3	ALT_CTG14_1_34	280801	281250
ENSDARG00000107423	5S_rRNA	5	34237907	34238023
ENSDARG00000055574	FOXN2	13	48482256	48551810
ENSDARG00000112571	zbtb1	ALT_CTG20_1_16	142490	144523
ENSDARG00000112877	5S_rRNA	19	26192822	26192936
ENSDARG00000113686	5S_rRNA	12	30202191	30202307
ENSDARG00000078922		10	16584382	16587854
ENSDARG00000114483	golph3b	ALT_CTG10_1_6	74	12069
ENSDARG00000083966	5S_rRNA	17	11374774	11374896
ENSDARG00000083431	U4	25	5340962	5341102
ENSDARG00000114954	5S_rRNA	1	22521212	22521326
ENSDARG00000111481	5S_rRNA	6	30202921	30203037
ENSDARG00000116636	5S_rRNA	1	6787690	6787804
ENSDARG00000100037		14	2478994	2479918
ENSDARG00000105872	5S_rRNA	21	42840956	42841071
ENSDARG00000110052	U1	4	61507749	61507912
ENSDARG00000107205	5S_rRNA	13	48046112	48046228
ENSDARG00000063604	CORO2B	25	1220279	1235457
ENSDARG00000115295	crygm2d4	ALT_CTG9_1_9	62796	63415
ENSDARG00000110851	klhl24a	ALT_CTG2_2_1	417828	448071
ENSDARG00000114647	5S_rRNA	7	11213408	11213524
ENSDARG00000114171	5S_rRNA	13	52101368	52101482
ENSDARG00000115429		19	43077744	43077879
ENSDARG00000035221	zgc:110249	3	12977	46058
ENSDARG00000114587	dmrt3a	ALT_CTG5_1_46	31090	33783
ENSDARG00000108055	5S_rRNA	16	16573414	16573530
ENSDARG00000076361		25	5304652	5327417
ENSDARG00000113699	U4	4	14732983	14733123
ENSDARG00000111813		14	11609562	11609778
ENSDARG00000110187		ALT_CTG11_1_22	327946	348268
ENSDARG00000088069		5	61839707	61858669
ENSDARG00000100487	nploc4	12	35956245	35977702
ENSDARG00000115739	5S_rRNA	2	27039688	27039804
ENSDARG00000114361	U3	20	3329513	3329727
ENSDARG00000108502	5S_rRNA	8	48175308	48175423
ENSDARG00000041332	tmem33	14	46342882	46354499
ENSDARG00000107629	5S_rRNA	6	11774617	11774732
ENSDARG00000085406	5S_rRNA	23	1218382	1218501
ENSDARG00000104367	casp20	6	13083665	13114844
ENSDARG00000108162	5S_rRNA	9	43855495	43855610
ENSDARG00000113854	5S_rRNA	5	5352071	5352187
ENSDARG00000102126	5S_rRNA	8	9111072	9111190
ENSDARG00000087203	STK39	9	48943471	49052004
ENSDARG00000116185	5S_rRNA	1	46945027	46945143
ENSDARG00000114781		19	12131045	12131180
ENSDARG00000106769	5S_rRNA	7	604530	604645
ENSDARG00000116107	snx9b	ALT_CTG20_2_2	163363	218140
ENSDARG00000101491	5S_rRNA	25	15628863	15628980
ENSDARG00000110382	f11r.2	ALT_CTG5_1_20	169738	174764
ENSDARG00000107742	5S_rRNA	17	10954241	10954356
ENSDARG00000110353	get1	ALT_CTG15_1_1	207822	222132
ENSDARG00000116414		ALT_CTG21_2_3	342227	358859
ENSDARG00000111403	dre-mir-430a-13	4	28697317	28697398
ENSDARG00000107630	5S_rRNA	3	55299043	55299158
ENSDARG00000111125		3	832788	836135
ENSDARG00000114622	5S_rRNA	9	44796392	44796506
ENSDARG00000100499	cpeb4b	21	41310551	41369539
ENSDARG00000115384		11	12300579	12301939
ENSDARG00000112780		2	19519085	19519182
ENSDARG00000115024	5S_rRNA	7	51108524	51108638
ENSDARG00000106947		1	14648999	14649069
ENSDARG00000115212	5S_rRNA	12	39503564	39503678
ENSDARG00000113563	5S_rRNA	1	43224477	43224591
ENSDARG00000088932	zgc:152936	ALT_CTG22_1_13	72149	73114
ENSDARG00000090789	5S_rRNA	5	11900557	11900674
ENSDARG00000114390	fgl1	ALT_CTG14_1_24	226223	230358
ENSDARG00000115468	5S_rRNA	9	19029353	19029467
ENSDARG00000102918	5S_rRNA	5	37053878	37053998
ENSDARG00000111278	U6	4	57962556	57962662
ENSDARG00000099478	hs2st1a	2	22363824	22398790
ENSDARG00000114631	si:dkey-70p6.1	ALT_CTG8_2_3	292839	303095
ENSDARG00000081379	U8	10	17125340	17125466
ENSDARG00000089303	wu:fa25f02	25	10776498	10791437
ENSDARG00000089889	rpz6	16	46430627	46435038
ENSDARG00000115291	Metazoa_SRP	11	12291945	12292241
ENSDARG00000042708	tuba5	8	28345352	28349859
ENSDARG00000110279	ptrh1	ALT_CTG5_1_60	7045	11008
ENSDARG00000109303	5S_rRNA	10	20483814	20483930
ENSDARG00000114531		ALT_CTG5_1_55	51386	95186
ENSDARG00000082462	mir27d	10	15954727	15954815
ENSDARG00000109983		ALT_CTG5_1_41	10654	114417
ENSDARG00000112530		19	43080925	43081060
ENSDARG00000082918	dre-mir-10b-2	23	36130001	36130092
ENSDARG00000113332		1	58870054	58880613
ENSDARG00000113760		ALT_CTG3_1_20	151918	156578
ENSDARG00000114465		2	28414830	28420415
ENSDARG00000113358	U6	4	58810841	58810947
ENSDARG00000112950	ntsr1	ALT_CTG23_1_13	13264	94473
ENSDARG00000105495		7	1139805	1148539
ENSDARG00000117079	rxrbb	ALT_CTG16_1_10	167222	194200
ENSDARG00000117194		ALT_CTG23_1_19	83378	115654
ENSDARG00000109377	5S_rRNA	15	28734927	28735041
ENSDARG00000082891	SNORD42	21	26074446	26074513
